Restaurant_id,Category,Name,Price_tier,Neighborhood,Opening_hours,Closing_hours,Average_rating,Good_for_kids
667,Japanese,Torrisi,Medium,Upper West Side,16:32,0:45,1,False
668,Thai,Fish Cheeks,Expensive,Midtown East,20:05,3:16,5,True
669,Italian,Gramercy Tavern,Cheap,Hell's Kitchen,9:08,8:42,2,False
670,Korean,Take 31,Cheap,Chelsea,1:05,16:53,4,True
671,Japanese,Golden Wuish,Cheap,Chinatown,0:54,18:09,4,True
672,Italian,Sadelle's,Medium,Chinatown,3:17,4:33,2,True
673,American,Dudley's,Cheap,Little Italy,1:19,2:06,2,True
674,Thai,Sonnyboy,Expensive,Chinatown,14:43,23:43,2,False
675,American,Mareluna,Medium,Chinatown,11:20,7:11,5,False
676,American,ABC Kitchen,Medium,Chelsea,3:08,6:48,4,False
677,American,Ruby's,Expensive,Lower East Side,1:39,23:49,3,False
678,Japanese,Gramercy Tavern,Medium,Tribeca,23:48,21:14,1,True
679,French,Mareluna,Cheap,Chelsea,3:53,5:29,4,False
680,Mexican,Sonnyboy,Medium,Chelsea,9:40,4:02,4,True
681,French,Dig,Cheap,Little Italy,21:11,13:02,5,True
682,Korean,Tatiana,Medium,Upper East Side,13:18,8:20,1,True
683,Korean,Mareluna,Medium,Upper East Side,4:21,9:32,3,True
684,Japanese,Fish Cheeks,Cheap,Little Italy,7:57,1:42,5,True
685,American,Golden Wuish,Cheap,Financial District,7:49,17:09,2,False
686,Italian,The Modern,Expensive,Midtown East,5:47,4:40,1,False
687,Japanese,Take 31,Expensive,Midtown East,18:43,13:56,3,False
688,Italian,Sadelle's,Medium,Upper West Side,8:24,21:04,5,True
689,Italian,Gramercy Tavern,Expensive,Greenwich Village,13:28,13:11,4,True
690,Mexican,ABC Kitchen,Expensive,East Village,7:12,21:10,3,True
691,Korean,ABC Kitchen,Expensive,Midtown East,21:04,6:46,5,True
692,Mexican,Sadelle's,Medium,Tribeca,5:06,17:56,4,True
693,Japanese,Dig,Medium,Tribeca,3:43,7:46,2,False
694,French,Konbon,Expensive,Upper East Side,13:54,1:54,5,False
695,Mexican,Cha Long,Cheap,Upper East Side,19:35,14:59,5,True
696,American,Five Guys,Expensive,Gramercy,1:24,12:40,3,True
697,Mexican,Ippudo,Cheap,Upper West Side,17:15,23:00,5,False
698,Italian,Nemesis,Cheap,Midtown East,4:44,0:12,4,True
699,Mexican,Dig,Medium,Upper West Side,15:34,9:54,4,False
700,Thai,Mareluna,Medium,Tribeca,4:00,11:29,3,False
701,Mexican,Palma,Expensive,Upper East Side,17:52,23:39,5,False
702,Japanese,Palma,Medium,Gramercy,3:26,5:45,5,True
703,French,Ippudo,Medium,East Village,10:20,3:51,4,False
704,Japanese,Gramercy Tavern,Cheap,Chinatown,8:05,5:43,2,False
705,Thai,Au Cheval,Medium,Little Italy,17:09,7:49,5,False
706,Thai,Five Guys,Cheap,Soho,0:15,22:45,3,False
707,Japanese,Palma,Medium,Gramercy,5:48,5:50,1,False
708,French,Tatiana,Cheap,Little Italy,9:14,10:32,2,False
709,Italian,Mareluna,Medium,Greenwich Village,15:51,12:31,5,True
710,Japanese,Raku,Medium,East Village,15:33,7:04,3,True
711,Chinese,Nemesis,Cheap,Upper West Side,19:23,20:12,3,True
712,Japanese,Chipotle,Cheap,Financial District,19:18,17:42,4,False
713,Thai,Golden Wuish,Expensive,East Village,1:03,5:14,3,False
714,American,Carbone,Expensive,East Village,3:58,20:58,3,False
715,Chinese,Sonnyboy,Expensive,Soho,3:40,14:37,3,False
716,French,Ippudo,Expensive,Financial District,18:09,20:30,1,False
717,Korean,Sonnyboy,Expensive,Gramercy,9:38,8:43,2,True
718,Mexican,Raku,Cheap,Soho,16:17,10:05,5,True
719,American,Au Cheval,Medium,Upper East Side,12:16,9:37,2,True
720,Mexican,Tatiana,Expensive,Midtown East,15:11,15:16,4,False
721,Japanese,Che Li,Expensive,Financial District,2:35,14:50,3,True
722,Italian,Golden Wuish,Cheap,Soho,15:33,17:25,2,False
723,Japanese,Mamo,Cheap,Gramercy,12:27,4:22,3,True
724,Korean,The Modern,Cheap,Upper East Side,5:47,20:54,2,True
725,Japanese,Take 31,Medium,East Village,16:59,21:03,1,True
726,French,Sonnyboy,Expensive,Midtown East,20:14,11:29,1,True
727,French,Tatiana,Medium,Chinatown,3:21,9:45,1,False
728,French,ABC Kitchen,Expensive,Upper East Side,12:40,7:05,3,True
729,Italian,Au Cheval,Medium,Hell's Kitchen,14:18,8:22,4,False
730,Korean,Sadelle's,Expensive,Greenwich Village,21:48,3:46,5,True
731,Korean,Palma,Medium,Financial District,13:46,7:45,1,True
732,Japanese,Au Cheval,Cheap,Little Italy,10:41,6:38,3,False
733,Korean,Up Thai,Cheap,Lower East Side,11:19,9:07,3,False
734,Thai,Torrisi,Cheap,Greenwich Village,20:49,4:29,4,False
735,Mexican,Chipotle,Cheap,Lower East Side,15:18,23:32,4,False
736,Korean,Konbon,Expensive,Gramercy,14:56,11:38,5,False
737,Italian,Five Guys,Medium,Soho,2:43,5:04,2,False
738,Italian,Dudley's,Cheap,Lower East Side,11:21,1:13,2,False
739,Korean,Mareluna,Expensive,Upper East Side,11:40,19:40,2,False
740,Chinese,Tatiana,Medium,Lower East Side,8:28,16:48,1,True
741,Korean,The Modern,Medium,Gramercy,10:18,19:32,4,False
742,Korean,Ruby's,Expensive,East Village,8:46,1:33,5,False
743,Italian,Raku,Cheap,Chelsea,5:51,3:18,2,False
744,Thai,Chipotle,Cheap,East Village,17:03,5:52,5,False
745,American,Konbon,Expensive,Soho,17:11,11:30,2,False
746,American,Torrisi,Cheap,Soho,5:37,10:16,5,True
747,Mexican,Torrisi,Cheap,Soho,16:37,21:31,5,True
748,Thai,Up Thai,Cheap,Soho,23:54,11:05,1,False
749,Chinese,Ippudo,Expensive,Little Italy,17:23,2:03,4,False
750,Mexican,Ruby's,Medium,East Village,3:17,1:16,4,False
751,Chinese,Golden Wuish,Cheap,Gramercy,22:16,9:09,2,False
752,Japanese,Mamo,Expensive,Little Italy,11:22,20:50,3,False
753,Chinese,Konbon,Medium,Hell's Kitchen,5:54,14:13,4,True
754,Thai,Au Cheval,Cheap,Hell's Kitchen,20:14,16:54,3,False
755,Thai,Carbone,Expensive,Lower East Side,18:31,8:16,5,True
756,Mexican,Ippudo,Medium,Hell's Kitchen,4:46,18:29,4,True
757,Thai,Mamo,Medium,Little Italy,4:57,6:20,4,False
758,Korean,Take 31,Medium,Upper East Side,2:40,5:41,3,False
759,French,ABC Kitchen,Expensive,Little Italy,20:02,0:51,4,True
760,American,Cha Long,Medium,Hell's Kitchen,18:10,23:18,1,True
761,Mexican,Take 31,Cheap,Little Italy,6:35,22:22,4,False
762,Mexican,Mamo,Cheap,Soho,8:57,20:57,3,False
763,Japanese,Sadelle's,Expensive,Midtown East,18:41,17:14,3,True
764,Thai,Dig,Cheap,East Village,7:20,0:45,2,False
765,Chinese,Dudley's,Cheap,Upper East Side,10:57,15:33,1,False
766,Thai,Konbon,Medium,Midtown East,11:08,11:26,3,True
767,Mexican,Mareluna,Expensive,Upper West Side,22:46,8:14,2,False
768,Thai,Dig,Cheap,Midtown East,9:56,20:41,5,True
769,American,Sonnyboy,Cheap,Midtown East,5:54,0:19,3,True
770,Mexican,ABC Kitchen,Expensive,Greenwich Village,7:34,12:44,4,True
771,Chinese,Palma,Cheap,Little Italy,10:36,14:31,2,False
772,Japanese,Nemesis,Cheap,Hell's Kitchen,2:14,14:20,3,True
773,Mexican,Che Li,Medium,Gramercy,15:53,5:49,5,False
774,French,Sonnyboy,Expensive,Greenwich Village,1:25,22:38,5,True
775,Thai,Sonnyboy,Medium,Upper West Side,15:48,0:11,4,True
776,Thai,Tatiana,Medium,Greenwich Village,17:39,19:03,3,True
777,Mexican,Au Cheval,Cheap,Tribeca,22:51,20:04,2,True
778,Mexican,Gramercy Tavern,Expensive,Chinatown,9:11,16:05,1,False
779,Japanese,Up Thai,Medium,Lower East Side,2:32,21:14,1,True
780,Chinese,Mamo,Cheap,Midtown East,19:53,6:25,1,True
781,Chinese,Mareluna,Medium,Hell's Kitchen,3:21,3:49,4,False
782,Chinese,Chipotle,Expensive,Lower East Side,7:48,15:32,4,True
783,Korean,Mareluna,Expensive,Hell's Kitchen,7:00,14:58,1,False
784,Italian,Golden Wuish,Cheap,Hell's Kitchen,21:08,16:49,2,False
785,Mexican,Mamo,Expensive,Gramercy,8:29,9:10,1,False
786,Chinese,Chipotle,Medium,Financial District,2:27,19:20,5,True
787,Chinese,Tatiana,Expensive,Financial District,19:56,14:03,3,True
788,Japanese,Dudley's,Cheap,Chelsea,13:13,7:01,2,False
789,Italian,Au Cheval,Expensive,Lower East Side,4:31,23:12,1,False
790,Italian,Che Li,Cheap,Soho,6:36,13:41,1,False
791,French,Cha Long,Medium,Chinatown,6:20,8:15,1,True
792,Italian,Sonnyboy,Cheap,Upper West Side,1:30,14:13,2,True
793,Korean,Dig,Cheap,East Village,6:03,20:54,4,True
794,French,Che Li,Medium,Soho,6:12,23:21,4,True
795,Japanese,ABC Kitchen,Cheap,East Village,3:19,5:42,4,False
796,Thai,Five Guys,Cheap,Midtown East,3:58,0:38,2,True
797,Japanese,Raku,Expensive,Midtown East,2:32,7:14,4,False
798,French,Dudley's,Medium,Chelsea,2:34,14:21,2,True
799,Mexican,Raku,Medium,Little Italy,11:51,10:14,3,True
800,French,Sadelle's,Expensive,Hell's Kitchen,3:14,18:20,3,False
801,Thai,ABC Kitchen,Medium,Financial District,8:34,11:15,3,True
802,Thai,Take 31,Medium,East Village,2:07,7:51,2,True
803,Italian,Five Guys,Cheap,Upper East Side,5:07,12:05,3,True
804,Korean,Raku,Medium,Tribeca,8:30,16:44,1,False
805,Japanese,Carbone,Cheap,Chelsea,11:36,7:26,5,False
806,American,Gramercy Tavern,Cheap,Gramercy,4:48,16:48,3,False
807,Japanese,Dig,Medium,Greenwich Village,21:36,8:45,3,False
808,American,Palma,Expensive,Hell's Kitchen,4:05,22:22,4,True
809,French,Konbon,Medium,Hell's Kitchen,19:43,8:09,2,True
810,Japanese,Carbone,Cheap,Hell's Kitchen,6:10,5:00,3,True
811,Japanese,Dig,Medium,Financial District,11:40,13:47,4,True
812,American,Five Guys,Expensive,Little Italy,3:05,16:45,4,False
813,Chinese,Torrisi,Cheap,Midtown East,15:02,17:56,2,False
814,Italian,The Modern,Medium,Upper West Side,10:27,0:00,2,False
815,French,The Modern,Cheap,Midtown East,20:59,1:53,5,True
816,French,Fish Cheeks,Medium,Hell's Kitchen,15:50,18:07,1,True
817,Chinese,Konbon,Cheap,Financial District,5:44,12:16,4,False
818,Mexican,Nemesis,Medium,Chinatown,6:57,16:44,1,False
819,Chinese,Au Cheval,Expensive,Upper West Side,15:48,1:49,5,True
820,Chinese,Che Li,Expensive,Little Italy,1:10,7:22,2,False
821,Italian,Tatiana,Cheap,Hell's Kitchen,0:10,5:32,3,False
822,American,Cha Long,Medium,Greenwich Village,9:37,17:33,5,False
823,Mexican,The Modern,Cheap,Financial District,4:55,22:34,2,False
824,Mexican,Carbone,Expensive,Chinatown,15:05,0:31,1,False
825,Japanese,Up Thai,Cheap,Gramercy,3:54,10:12,1,False
826,Chinese,Golden Wuish,Cheap,Greenwich Village,9:17,4:33,2,True
827,Chinese,Five Guys,Cheap,Upper East Side,16:24,17:40,3,False
828,Korean,Ippudo,Medium,Chelsea,21:29,20:28,5,False
829,Japanese,Tatiana,Medium,East Village,18:48,7:25,2,True
830,Japanese,Golden Wuish,Cheap,Lower East Side,1:17,11:30,2,False
831,Japanese,Mamo,Expensive,Chelsea,16:54,14:06,4,False
832,Mexican,Cha Long,Expensive,Tribeca,14:06,6:05,5,True
833,American,ABC Kitchen,Medium,Soho,17:16,4:58,1,True
834,Italian,Che Li,Medium,Little Italy,21:38,19:02,3,False
835,Italian,Che Li,Expensive,Lower East Side,6:04,2:31,4,True
836,Korean,Chipotle,Expensive,Gramercy,0:52,0:26,4,True
837,French,Au Cheval,Medium,East Village,19:11,4:54,2,True
838,American,Carbone,Medium,Chelsea,11:41,14:01,1,False
839,Korean,Golden Wuish,Expensive,Upper East Side,1:29,0:09,5,False
840,Japanese,Fish Cheeks,Medium,East Village,11:33,5:23,5,False
841,Chinese,Dig,Expensive,East Village,1:22,1:27,2,False
842,Italian,Chipotle,Expensive,Greenwich Village,7:39,14:39,4,False
843,Japanese,Gramercy Tavern,Expensive,Lower East Side,14:19,12:14,2,False
844,Korean,Fish Cheeks,Cheap,Chelsea,13:54,15:23,2,True
845,Chinese,Dig,Cheap,East Village,18:13,6:30,2,False
846,Chinese,Gramercy Tavern,Expensive,Tribeca,4:36,2:42,5,True
847,Japanese,Au Cheval,Medium,Midtown East,8:16,16:16,3,True
848,Chinese,Che Li,Medium,Upper East Side,17:36,15:42,2,True
849,Korean,Konbon,Cheap,Chelsea,20:07,10:19,4,True
850,French,Che Li,Medium,Gramercy,11:29,2:38,4,False
851,Thai,Raku,Medium,Upper East Side,19:01,0:48,5,True
852,Chinese,Gramercy Tavern,Expensive,Chelsea,10:52,5:43,5,False
853,Italian,Sonnyboy,Medium,Upper East Side,7:14,4:05,1,True
854,Chinese,Dig,Cheap,Upper West Side,12:46,11:00,4,False
855,Mexican,Gramercy Tavern,Medium,Upper East Side,7:25,22:33,1,False
856,Italian,Sonnyboy,Cheap,Gramercy,23:41,10:21,2,True
857,American,Ruby's,Medium,Gramercy,7:44,9:44,4,True
858,Korean,Nemesis,Medium,Chinatown,14:41,15:10,2,False
859,American,Au Cheval,Expensive,Lower East Side,13:22,22:28,1,False
860,Japanese,Torrisi,Expensive,Soho,2:28,12:12,5,True
861,American,Up Thai,Medium,Upper West Side,5:09,21:04,5,True
862,Japanese,Carbone,Expensive,East Village,19:08,23:12,4,True
863,Korean,ABC Kitchen,Medium,Tribeca,8:39,22:15,3,False
864,Japanese,Raku,Expensive,Lower East Side,15:50,21:08,4,True
865,Mexican,Chipotle,Cheap,Soho,22:58,16:48,4,False
866,Korean,Raku,Medium,Tribeca,18:34,9:54,2,False
867,Korean,Take 31,Expensive,Chelsea,10:24,19:26,2,True
868,Chinese,Five Guys,Medium,Little Italy,12:16,5:28,5,True
869,French,The Modern,Expensive,Chelsea,20:25,7:44,4,False
870,Thai,Sadelle's,Expensive,Financial District,0:35,22:06,5,False
871,Korean,Fish Cheeks,Expensive,Chinatown,20:53,14:42,5,False
872,Japanese,Che Li,Cheap,Chinatown,4:29,11:34,1,False
873,Italian,Chipotle,Cheap,Chelsea,12:24,17:10,3,False
874,Mexican,Golden Wuish,Expensive,Little Italy,12:51,8:08,1,False
875,Chinese,Mareluna,Expensive,Upper West Side,20:49,15:33,2,True
876,Thai,Dudley's,Expensive,East Village,20:33,3:38,3,True
877,Italian,Au Cheval,Medium,East Village,18:59,0:08,3,True
878,Thai,Konbon,Expensive,Little Italy,12:36,15:59,4,True
879,American,Sadelle's,Cheap,Soho,11:44,3:21,4,True
880,Italian,Palma,Expensive,Little Italy,22:18,4:05,3,False
881,American,Take 31,Cheap,Soho,14:00,13:39,4,True
882,Mexican,Konbon,Expensive,Little Italy,23:52,10:34,3,True
883,Korean,Raku,Medium,Chinatown,1:52,4:35,3,False
884,Japanese,Sadelle's,Cheap,Hell's Kitchen,2:31,20:43,2,False
885,American,Mamo,Cheap,Hell's Kitchen,0:15,1:17,3,True
886,French,Raku,Medium,Financial District,1:38,9:34,3,True
887,French,Gramercy Tavern,Medium,Hell's Kitchen,21:17,4:12,2,False
888,American,Dudley's,Medium,Chinatown,19:01,14:21,5,False
889,Mexican,Nemesis,Medium,Upper East Side,16:31,7:32,4,False
890,Japanese,Mareluna,Cheap,Upper West Side,16:46,2:15,2,True
891,Thai,Sonnyboy,Medium,Tribeca,19:34,18:19,4,True
892,Japanese,Palma,Medium,Midtown East,4:54,22:19,4,True
893,French,Nemesis,Expensive,Upper East Side,1:16,8:06,2,False
894,Japanese,Dig,Expensive,Upper East Side,14:27,15:15,4,True
895,American,Dudley's,Cheap,Greenwich Village,12:57,8:47,3,False
896,Japanese,Ruby's,Cheap,Upper West Side,23:21,13:21,1,True
897,Japanese,Sadelle's,Cheap,Greenwich Village,3:27,19:40,5,True
898,Thai,Dudley's,Medium,Tribeca,4:22,12:41,4,True
899,Chinese,Golden Wuish,Medium,East Village,17:07,4:53,5,False
900,Thai,Ippudo,Cheap,Soho,21:29,4:11,5,False
901,Japanese,ABC Kitchen,Expensive,Chelsea,15:09,14:36,2,False
902,American,Mamo,Cheap,Midtown East,0:32,6:38,5,True
903,Japanese,Five Guys,Cheap,Soho,11:12,8:50,4,False
904,Mexican,Raku,Cheap,Tribeca,10:34,1:24,1,False
905,Korean,Che Li,Cheap,Upper East Side,14:56,14:45,1,False
906,Korean,Ruby's,Cheap,Midtown East,16:35,21:10,5,False
907,Chinese,Sadelle's,Cheap,Soho,4:37,8:29,4,False
908,American,Tatiana,Medium,Hell's Kitchen,3:26,1:01,1,True
909,Mexican,Five Guys,Expensive,Midtown East,16:41,16:55,1,False
910,Chinese,Fish Cheeks,Medium,Hell's Kitchen,2:50,13:23,2,True
911,Japanese,Ruby's,Expensive,Chinatown,14:59,17:19,4,False
912,American,Ruby's,Medium,Hell's Kitchen,1:47,20:01,3,True
913,Korean,Ruby's,Expensive,East Village,1:27,16:56,3,True
914,Thai,Golden Wuish,Cheap,Upper East Side,6:42,7:48,2,False
915,Thai,Chipotle,Cheap,Tribeca,8:15,22:05,1,False
916,Japanese,Gramercy Tavern,Cheap,Midtown East,5:51,0:58,4,True
917,American,Five Guys,Medium,Soho,22:28,21:23,2,True
918,French,Ippudo,Expensive,East Village,19:06,12:20,2,True
919,Japanese,Dig,Medium,Little Italy,17:55,19:20,3,False
920,Korean,Tatiana,Medium,Lower East Side,15:38,7:49,5,False
921,Chinese,Fish Cheeks,Cheap,Chinatown,13:28,3:58,5,False
922,Mexican,Cha Long,Medium,Midtown East,6:24,15:18,5,False
923,Japanese,Gramercy Tavern,Expensive,Chelsea,7:10,8:49,2,False
924,Thai,Dudley's,Cheap,Upper East Side,7:14,17:17,3,False
925,French,Mareluna,Expensive,Chelsea,5:41,4:52,5,True
926,Thai,Palma,Expensive,East Village,15:14,5:38,2,False
927,Chinese,Dudley's,Expensive,Lower East Side,6:49,13:18,5,False
928,French,Mamo,Expensive,Chinatown,17:48,6:10,3,False
929,American,Up Thai,Expensive,Upper East Side,8:00,9:20,1,True
930,Mexican,Up Thai,Cheap,Lower East Side,23:21,23:54,5,True
931,French,Mareluna,Cheap,Midtown East,3:24,16:10,5,True
932,Korean,Ruby's,Cheap,Greenwich Village,11:00,22:17,4,True
933,Japanese,Raku,Expensive,East Village,15:16,13:37,2,True
934,Mexican,Fish Cheeks,Medium,Financial District,22:22,16:29,1,False
935,Chinese,Torrisi,Medium,Chinatown,10:08,15:30,3,True
936,Thai,Golden Wuish,Medium,Little Italy,16:12,17:24,2,True
937,Chinese,Nemesis,Expensive,Hell's Kitchen,1:05,5:54,5,False
938,Italian,Gramercy Tavern,Expensive,Hell's Kitchen,3:29,22:50,5,False
939,Mexican,Che Li,Cheap,Little Italy,11:55,21:19,3,True
940,Thai,Gramercy Tavern,Medium,Financial District,17:38,3:04,1,False
941,Japanese,Golden Wuish,Expensive,Upper West Side,18:53,13:25,2,False
942,Mexican,Dudley's,Expensive,East Village,14:50,22:48,2,True
943,American,Dig,Expensive,Chelsea,21:50,11:37,3,True
944,Italian,Cha Long,Medium,Soho,12:55,10:42,5,False
945,Mexican,ABC Kitchen,Medium,Chelsea,22:16,5:01,3,True
946,French,Carbone,Medium,Greenwich Village,16:15,8:05,2,True
947,Thai,Raku,Cheap,Midtown East,23:08,2:47,1,False
948,Thai,Sadelle's,Cheap,Gramercy,1:27,21:06,5,False
949,Korean,Torrisi,Medium,Chelsea,3:26,22:54,3,True
950,French,The Modern,Cheap,Little Italy,13:06,17:07,3,False
951,Japanese,Ruby's,Expensive,Gramercy,11:28,7:05,5,False
952,Chinese,Fish Cheeks,Cheap,Midtown East,14:43,18:08,1,False
953,Japanese,Au Cheval,Medium,Soho,14:04,4:54,3,False
954,American,Five Guys,Medium,Hell's Kitchen,0:08,22:24,5,True
955,Japanese,Nemesis,Expensive,Chelsea,22:46,15:06,1,False
956,Chinese,Golden Wuish,Cheap,Upper East Side,0:05,12:21,1,False
957,Japanese,The Modern,Cheap,Gramercy,7:59,18:49,4,False
958,Korean,Take 31,Expensive,Lower East Side,18:47,16:45,3,False
959,Japanese,Gramercy Tavern,Expensive,Financial District,13:28,18:49,1,True
960,Korean,Five Guys,Medium,Hell's Kitchen,12:44,14:48,2,True
961,Chinese,Up Thai,Expensive,Financial District,12:03,6:51,2,True
962,Chinese,Sonnyboy,Expensive,Gramercy,16:46,3:27,1,False
963,Japanese,Fish Cheeks,Expensive,Financial District,23:16,7:52,2,True
964,Italian,Fish Cheeks,Medium,Gramercy,13:49,2:10,4,True
965,Thai,Ruby's,Medium,Chinatown,21:50,22:45,4,True
966,Japanese,Nemesis,Cheap,Upper East Side,3:38,1:58,4,True
967,Italian,Tatiana,Medium,Chinatown,20:43,2:49,5,True
968,Thai,Five Guys,Medium,Soho,10:32,12:03,3,True
969,American,Fish Cheeks,Expensive,Tribeca,9:03,9:43,1,False
970,French,Up Thai,Expensive,Lower East Side,13:38,3:40,5,False
971,Mexican,Torrisi,Expensive,Upper West Side,16:01,1:25,4,False
972,Italian,Ruby's,Medium,Greenwich Village,5:39,9:22,2,True
973,French,Palma,Cheap,East Village,8:41,4:45,3,False
974,Japanese,Gramercy Tavern,Cheap,Financial District,21:53,22:32,2,True
975,Chinese,Dudley's,Expensive,Chelsea,13:37,14:12,5,False
976,French,Mamo,Expensive,Little Italy,6:55,8:04,4,False
977,Japanese,Gramercy Tavern,Expensive,Greenwich Village,19:59,21:31,3,True
978,American,Au Cheval,Medium,Gramercy,0:01,18:04,1,False
979,French,Chipotle,Medium,Chinatown,0:10,3:26,5,True
980,American,Raku,Medium,Financial District,18:14,11:05,3,True
981,French,Cha Long,Medium,Upper West Side,1:53,21:04,1,False
982,American,Sonnyboy,Expensive,Financial District,9:14,8:15,5,False
983,Mexican,Take 31,Cheap,East Village,8:38,18:54,2,True
984,Italian,Raku,Cheap,Hell's Kitchen,22:21,18:47,1,True
985,Chinese,Golden Wuish,Cheap,Soho,5:01,0:47,1,False
986,Japanese,Dudley's,Expensive,Financial District,12:47,0:23,1,True
987,Mexican,Golden Wuish,Cheap,Gramercy,3:16,16:03,2,True
988,American,Che Li,Cheap,Gramercy,11:40,12:37,4,True
989,Thai,Dig,Medium,Lower East Side,15:06,3:21,4,True
990,French,ABC Kitchen,Cheap,Greenwich Village,12:45,13:38,5,True
991,Mexican,Mareluna,Medium,East Village,21:11,8:20,1,False
992,American,Konbon,Expensive,Chinatown,12:44,6:46,3,False
993,Thai,Mareluna,Medium,Financial District,6:22,6:18,1,False
994,Korean,Nemesis,Medium,Chelsea,17:15,11:06,4,False
995,Korean,Au Cheval,Cheap,Upper East Side,18:48,4:04,4,True
996,French,Raku,Expensive,Midtown East,14:20,2:50,3,True
997,Italian,Raku,Expensive,Gramercy,1:33,17:05,2,True
998,Thai,Palma,Expensive,East Village,23:36,14:32,4,False
999,Mexican,Konbon,Cheap,Chinatown,5:19,1:03,1,True
1000,French,ABC Kitchen,Expensive,Little Italy,14:22,1:46,1,True
